id;entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion
25018;Destacamentos De Bomberos;"Cuartel de Bomberos III ""BARRACAS"": Remodelacion ";Finalizada;Arquitectura;Corporacion Buenos Aires Sur;Remodelacion Y Puesta En Valor Del Cuartel III - Barracas.;12742867;4;LA BOCA;-34.637.369;-58.367.333;3/11/2011;14/10/2018;19;100;Building Co S.R.L;2017;;
25019;Comisarias;Comisaria comunal 1;Finalizada;Arquitectura;Ministerio de Justicia y Seguridad;"Trabajos Realizados En: Guardia Interna Y Calabozos; Estacionamiento; Impermeabilizacion En La Terraza Con Nueva Aislacion Hidrofuga Y Solados De Baldosones De Hormigon; Fachada Con Colocacion De Revestimiento Tipo Alucobond, Barandas De Acero Inoxidable, Nuevos Artefactos De Iluminacion Y Pintura; Nuevos Sanitarios En Sector De Atencion De Publico Y Pintura General De Toda La Comisaria.";19496209;1;RETIRO;-345.946.160.986.617;-583.800.116.469.415;10/12/2016;16/8/2017;8;100;DEJESUS CONSTRUCTORA SRL;2016;Decreto 433;
25020;Oficinas Publicas;Oficinas Ministerio de Justicia y Seguridad: Central De Alarmas - Nave 8;Finalizada;Arquitectura;Ministerio de Justicia y Seguridad;Puesta En Valor, Ampliacion, Remodelacion Y Refuncionalizacion De Un Sector De La Nave 8.;36162661;15;CHACARITA;-345.905.172.317.144;-584.526.981.712.379;3/3/2017;30/11/2018;20;100;Miavasa S.A;2016;Licitacion Publica;1052/SIGAF/16
25021;Comisarias;Comisaria vecinal 4-D;Finalizada;Arquitectura;Ministerio de Justicia y Seguridad;Construccion De Vestuario Femenino, Deposito Y Comedor Exterior. Trabajos En Alcaidia.;25234127;4;BARRACAS;-34.647.183.873.385;-58.374.815.982.096;12/1/2016;24/10/2017;21;100;Miavasa S.A;2016;Decreto 433;
25022;Oficinas Publicas;Oficinas Ministerio de Justicia y Seguridad: Ausa - Destacamento;Finalizada;Arquitectura;Ministerio de Justicia y Seguridad;Obra Publica Para La Construccion Del Destacamento Policial En Estacion De Peaje.;15390000;9;PARQUE AVELLANEDA;-34.631.332;-58.377.477;30/5/2017;31/10/2018;17;100;Industrias Mas S.R.L;2016;Licitacion Publica;1108/SIGAF/2016
25023;Comisarias;Comisaria Comunal 10;Finalizada;Arquitectura;Ministerio de Justicia y Seguridad;Trabajos En Alcaildia, Sala De Control, Consultorio Medico. Eliminacion De Humedades. Ampliacion De Logi?Stica Y Depo?Sitos. Puesta En Valor Playa De Estacionamiento. Cambio De Parasoles.;12117021;10;FLORESTA;-346.288.885.427.203;-584.839.252.816.622;26/9/2016;31/12/2017;15;100;Miavasa S.A;2017;;
25024;Comisarias;Comisaria Comunal 8 - Segunda Etapa;Finalizada;Arquitectura;Ministerio de Justicia y Seguridad;Trabajos En Alcaildia, Medico Legista. Comedor Personal, Guardia Interna. Trabajos De Accesos Para Discapacitados. Ampliacion Vestuario Femenino. Eliminacion De Filtraciones. Pintura En Recepcion Y Fachadas.;9144905;8;VILLA LUGANO;-346.821.148.391.229;-58.467.775.619.374;29/12/2016;31/7/2018;19;100;Miavasa S.A;2016;;
25025;Oficinas Publicas;Oficinas Ministerio de Justicia y Seguridad: Hornos 238 Pisos 1, 2, 4;Finalizada;Arquitectura;Ministerio de Justicia y Seguridad;Refuncionalizacion Para La Mudanza Del 911 (Despachos Y Atendedores) Y Sala De Operaciones.;19961650;4;BARRACAS;-346.309.709.037.938;-583.783.609.416.557;11/10/2016;9/1/2017;3;100;Bosquimano S.A;2016;;
25026;Instituto Superior De Seguridad Publica;Instituto Superior De Seguridad Publica: Ampliacion Poligono De Tiro;Finalizada;Arquitectura;Corporacion Buenos Aires Sur;Construccion De Nuevo Poligono Para Capacitacion Del Issp;64911719;9;PARQUE AVELLANEDA;-346.551.806.236.519;-584.650.798.559.774;15/6/2017;30/11/2018;19;100;Building Co S.R.L;2017;;
25027;Oficinas Publicas;Oficinas Ministerio de Justicia y Seguridad: Hornos 238 Pisos 4, 5, 7;Finalizada;Arquitectura;Ministerio de Justicia y Seguridad;Adecuacion De Tres Pisos Para Las Nuevas Oficinas De La Jefatura De Policia.;24916149;4;BARRACAS;-346.309.709.037.938;-583.783.609.416.557;4/3/2017;25/9/2017;6;100;Sur Construcciones;2017;;
25028;Instituto Superior De Seguridad Publica;Instituto Superior De Seguridad Publica: Dormitorios (Pabellones: 1, 2, 3, 4 y 5);Finalizada;Arquitectura;Ministerio de Justicia y Seguridad;Construccion De Dormitorios Para Los Cadetes Del Issp.;82220316;9;PARQUE AVELLANEDA;-346.551.806.236.519;-584.650.798.559.774;23/12/2016;31/7/2018;19;100;Miavasa S.A;2016;;
25029;Oficinas Publicas;Oficinas Ministerio de Justicia y Seguridad: Herrera - Armeria Armamentos;Finalizada;Arquitectura;Ministerio de Justicia y Seguridad;Ampliacion De Armeria Con Depositos Modulares.;1821496;4;BARRACAS;-346.544.905.373.384;-583.740.850.791.462;11/10/2017;4/12/2017;2;100;Ecosan S.A;2017;;
25030;Destacamentos De Bomberos;Destacamento de Bomberos Velez Sarsfield (Rodo 4470);Finalizada;Arquitectura;Ministerio de Justicia y Seguridad;Trabajos Integrales De Puesta En Valor, Solados, Cielorrasos, Instalacion Sanitaria, Carpinterias, Instalacion Electrica, Se Genera Nueva Sala De Academia Y Dormitorio Con Ba¤o, Impermeabilizacion, Etc.;3675140;9;PARQUE AVELLANEDA;-346.447.251.857.812;-584.877.608.424.146;19/6/2017;21/11/2017;5;100;Uniser S.A;2017;;
25031;Oficinas Publicas;Oficinas Ministerio de Justicia y Seguridad: Herrera - Policia Antidisturbios - Etapa 2;Finalizada;Arquitectura;Ministerio de Justicia y Seguridad;Puesta En Valor Y Refuncionalizacion Con Instalaciones Electricas, Sanitarias Y Climatizacion Para Uso De Vestuarios Y Dormitorios.;7476185;4;BARRACAS;-346.544.905.373.384;-583.740.850.791.462;15/9/2016;30/10/2016;1;100;Ecosan S.A;2016;;
25032;Instituto Superior De Seguridad Publica;Instituto Superior De Seguridad Publica: Aulas y comedor;Finalizada;Arquitectura;Ministerio de Justicia y Seguridad;Ampliacion Del Comedor Y Construccion Tradicional De Aulas Para El Issp.;95460325;9;PARQUE AVELLANEDA;-346.551.806.236.519;-584.650.798.559.774;23/12/2016;29/12/2017;12;100;Miavasa S.A;2016;;
25033;Oficinas Publicas;Oficinas Ministerio de Justicia y Seguridad: Herrera - Policia Antidisturbios - Etapa 3;Finalizada;Arquitectura;Ministerio de Justicia y Seguridad;Construccion De Obra Nueva Con Instalaciones Electricas, Sanitarias Y Climatizacion Para Oficinas Administrativas Y Jefatura, Deposito De Logistica Y Armeria Para Personal Del Doucad (Division Operaciones Urbanas De Contencion De Actividades Deportivas).;5471680;4;BARRACAS;-346.544.905.373.384;-583.740.850.791.462;31/10/2016;15/12/2016;2;100;Ecosan S.A;2016;;
25034;Destacamentos De Bomberos;Destacamento De Bomberos Flores (Estacion) - Cuartel VII (Falcon 2255) - Etapa 2;Finalizada;Arquitectura;Ministerio de Justicia y Seguridad;Refaccion Destacamento De Bomberos: Impermeabilizacion, Reemplazo De Artefactos De Gas, Carpinterias, Iluminacion, Pisos Y Zocalos. Refuncionalizacion De Escalera, Revestimientos En Ba¤os Y Vestuarios, Cambio De Cubierta De Chapa, Trabajos De Pintura.;6500000;7;FLORES;-346.293.575.465.346;-584.600.359.467.517;6/5/2017;12/8/2017;3;100;Industrias Mas S.R.L;2017;;
25036;Plan 54 escuelas;Jardin de Infantes Integral Nø 17 D.E 5;Finalizada;Escuelas;Ministerio de Educacion;Inicial;30899700;4;BARRACAS;-346.457.702.449.092;-583.912.502.107.845;2/2/2018;15/8/2019;17;100;;;;
25037;Plan 54 escuelas;Polo Larrazabal - Jardin de Infantes Integral N.ø 10 D.E. 21 ;Finalizada;Escuelas;Ministerio de Educacion;Inicial;12176766;8;VILLA RIACHUELO;-346.861.652.466.127;-584.577.012.042.349;1/1/2017;30/11/2017;10;100;Kain S.A.I.C.;;;
25038;Plan 54 escuelas;Escuela de Educacion Primaria N.ø 11 D.E. 21;Finalizada;Escuelas;Ministerio de Educacion;Primaria;86611570;8;VILLA SOLDATI;-346.714.840.780.417;-584.611.568.219.431;21/5/2018;28/2/2019;10;100;;;;
25039;Plan 54 escuelas;Polo Piedrabuena ? Jardin de Infantes Integral N.ø 4 D.E. 20;Finalizada;Escuelas;Ministerio de Educacion;Inicial;67760724;8;VILLA LUGANO;-346.741.895.442.556;-58.491.706.329.296;1/2/2018;31/5/2019;15;100;Grupo Viarsa S.A.? Master Obras S.A. (U.T.);;;
25043;Obras en escuelas de Comuna 10;Esc. Primaria Comun Nø 6 Ernesto Alejandro Bavio: Obras generales.;Finalizada;Escuelas;Ministerio de Educacion;Obra De Reparaciones, Solado, Rampa, Sanitarios, Restauracion De Fachada.;7185200;10;FLORESTA;-346.196.914.523.293;-584.909.102.642.122;16/1/2017;27/8/2018;19;100;CONSTRUCTORA PREMART S.R.L.;;;
25044;Obras en escuelas de Comuna 11;Esc. Primaria Comun Nø 15 Antonio Devoto: Obras generales.;Finalizada;Escuelas;Ministerio de Educacion;Obra De Reparacion Y Reacondicionamiento De Sanitarios;1373007;11;VILLA DEVOTO;-346.004.842.908.284;-585.139.623.518.401;31/10/2016;24/2/2017;4;100;Tala Construcciones S.A.;;;
25045;Obras en escuelas de Comuna 15;Esc. Primaria Comun Grecia: Obras generales.;Finalizada;Escuelas;Ministerio de Educacion;Obra De Refacciones Varias;8660316;15;AGRONOMIA;-345.901.182.224.912;-584.951.814.708.383;24/11/2016;20/9/2017;10;100;Radiotronica Construcciones S.A.;;;
25046;Obras en escuelas de Comuna 1;Esc. Politecnica Manuel Belgrano: Obras generales;Finalizada;Escuelas;Ministerio de Educacion;Obra De Ampliacion, Refaccion Y Rehabilitacion. Refaccion De Fachada.;9226179;1;MONTSERRAT;-346.118.557.211.284;-583.733.251.970.144;1/12/2015;31/12/2017;24;100;Dragonair S.A.;;;
25047;Obras en escuelas de Comuna 12;Esc. de Educacion Especial Nø 21 Rosario Vera Pe¤aloza: Obras generales;Finalizada;Escuelas;Ministerio de Educacion;Obra De Trabajos En Tanques, Instalacion Contra Incendios Y Tareas Varias;498600;12;VILLA PUEYRREDON;-345.784.309.173.153;-584.998.613.449.883;;7/7/2016;;100;Spinelli & Asociados S.R.L.;;;
25048;Obras en escuelas de Comuna 8;Esc. Pimaria Comun Nø 23 Republica De Portugal: Obras generales;Finalizada;Escuelas;Ministerio de Educacion;Obra De Trabajos De Accesibilidad, Remodelacion Y Ampliacion Edilicia;4719903;8;VILLA LUGANO;-346.868.398.184.356;-584.679.605.138.144;1/11/2016;26/12/2017;13;100;Las Cortes S.R.L.;;;
25049;Obras en escuelas de Comuna 10;Esc. Primaria Comun Nø 14 Hogar Naval Stella Maris: Obras generales.;Finalizada;Escuelas;Ministerio de Educacion;Obra De Impermeabilizacion, Ejecucion De Sanitarios Para Discapacitados Y Reparaciones Varias;2445948;10;FLORESTA;-346.354.966.469.137;-584.731.166.769.809;15/5/2017;31/12/2017;7;100;Dilthey S.A.;;;
25050;Obras en escuelas de Comuna 13;Esc. Primaria Comun Nø 12 Prof. Rodolfo Senet: Obras generales;Finalizada;Escuelas;Ministerio de Educacion;Obra De Instalacion Electrica;945810;13;NU¥EZ;-345.544.477.029.047;-584.702.156.963.528;1/2/2016;22/8/2017;18;100;COYPRO SOCIEDAD ANONIMA;;;
25051;Obras en escuelas de Comuna 13;Esc. Primaria Comun Nø 7 Manuel J. Garcia: Obras generales.;Finalizada;Escuelas;Ministerio de Educacion;Trabajos De Restauracion De Cubiertas Del Casco Histotico, Tratamiento De Humedad De Cimientos, Revoques Y Accesibilidad;5749722;13;NU¥EZ;-345.493.953.202.584;-584.676.440.812.755;1/10/2016;23/7/2017;9;100;DI PIETRO PAOLO RUBENS ERNESTO;;;
25052;Obras en escuelas de Comuna 9;Esc. Pimaria Comun Nø 10 Alfonsina Storni: Obras generales.;Finalizada;Escuelas;Ministerio de Educacion;Obra De Impermeabilizacion.;679828;9;LINIERS;-346.509.898.673.959;-585.151.925.008.442;4/10/2016;30/11/2016;1;100;Spinelli & Asociados S.R.L.;;;
25053;Obras en escuelas de Comuna 15;Esc. Primaria Comun Nø 22 Agronomia: Obras generales.;Finalizada;Escuelas;Ministerio de Educacion;Obra De Instalacion Electrica Contra Incendios E Impermeabilizacion;11625617;15;AGRONOMIA;-345.911.489.748.953;-584.783.062.956.603;1/10/2016;30/8/2017;10;100;Estudio Ing. Villa S.R.L;;;
25054;Obras en escuelas de Comuna 15;Esc. Primaria Comun Nø 27 Petronilla Rodriguez: Obras generales;Finalizada;Escuelas;Ministerio de Educacion;Obra De Instalacion Electrica Y Ascensor;4617430;15;PARQUE CHAS;-34.584.943.397.589;-584.819.086.170.506;12/12/2016;15/3/2019;27;100;Bonaldi S.R.L.;;;
25055;Obras en escuelas de Comuna 7;Esc. Primaria Comun Nø 7 Ni¤as De Ayohuma: Obras generales;Finalizada;Escuelas;Ministerio de Educacion;Obra De Instalacion Electrica;630703;7;PARQUE CHACABUCO;-346.358.988.848.162;-584.420.551.222.949;5/12/2016;1/9/2017;9;100;Quatrovial S.A.;;;
25056;Obras en escuelas de Comuna 11;Esc. Primaria Comun Nø 19 Bartolina Sisa: Obras generales.;Finalizada;Escuelas;Ministerio de Educacion;Obra De Reparaciones Varias;19150223;11;VILLA DEVOTO;-346.065.119.882.712;-585.239.265.848.031;16/1/2017;20/12/2017;11;100;Ingenor S.A;;;
25057;Obras en escuelas de Comuna 10;Esc. Primaria Comun Nø 2 Alejandro Aguado: Obras generales;Finalizada;Escuelas;Ministerio de Educacion;Obra De Instalacion Electrica;3399349;10;MONTE CASTRO;-346.217.417.892.524;-585.092.454.528.737;17/10/2016;6/3/2019;29;100;CIA CENTRAL DE CONTRUCCIONES SRL;;;
25058;Obras en escuelas de Comuna 4;Esc. Primaria Comun Nø 12 Prof. Rodolfo Senet: Obras generales;Finalizada;Escuelas;Ministerio de Educacion;Trabajos De Pintura.;40287468;4;BARRACAS;-346.514.267.671.708;-583.966.430.972.825;18/4/2017;3/11/2017;7;100;S.E.S. S.A. - MIG S.A. - UTE;;;
25059;Obras en escuelas de Comuna 10;Eem Nø 2 Rumania: Obras generales.;Finalizada;Escuelas;Ministerio de Educacion;Obra De Refuncionalizacion, Accesibilidad, Reparaciones Varias;9935176;10;VILLA REAL;-346.217.901.214.478;-585.290.365.437.723;15/11/2017;15/3/2019;16;100;Ecoparques S.A.;;;
25060;Obras en escuelas de Comuna 10;Esc. Primaria Comun Nø 14 Simon Bolivar: Obras generales;Finalizada;Escuelas;Ministerio de Educacion;Obra De Trabajos De Instalacion Electrica E Impermeabilizacion;7168850;10;VILLA REAL;-346.209.936.987.722;-585.253.667.491.779;23/11/2016;30/11/2017;12;100;Codyar S.R.L.;;;
25061;Obras en escuelas de Comuna 15;Esc. Tecnica Nø 32 Gral. J. De San Martin: Obras generales.;Finalizada;Escuelas;Ministerio de Educacion;"Construccion De 2 Talleres Y Pasillo;Construccion De Tabique Divisorio En Taller Mecanico; Trabajos De Instalacion Electrica, Cambio De Solado En Pasillo Principal.";10450449;15;CHACARITA;-345.838.372.278.919;-584.545.805.430.818;6/9/2017;3/7/2018;10;100;Ecoparques S.A.;;;
25062;Plan 54 escuelas;Jardin Infantil integral N.ø 18 D.E. 5;En ejecucion;Escuelas;Ministerio de Educacion;Inicial;58978115;4;PARQUE PATRICIOS;-346.400.235.420.711;-584.088.409.320.023;4/8/2018;30/4/2020;20;85;Mediterraneo S.A;;;
25063;Barrio Los Piletones;Barrio Los Piletones: Mejoras De Frentes - Etapa 2;Finalizada;Vivienda;Corporacion Buenos Aires Sur;La propuesta de obras consiste en el mejoramiento de los frentes de las parcelas regularizadas;1655046;8;VILLA SOLDATI;-34.664.374;-5.845.512;8/2/2017;10/1/2017;;100;Cooperativa;2017;Contratacion Directa;38-CBAS-2017
25064;Entorno Cilda¤ez;Entorno Cilda¤ez: Ejecucion De Vivienda En Lote 1-Frente Norte-Calle Horacio Casco - Villa 6;Finalizada;Vivienda;Corporacion Buenos Aires Sur;Ejecucion De Una Vivienda Unifamiliar Correspondiente Al Denominado Lote 1;527187;9;PARQUE AVELLANEDA;-346.587.841.701.935;-584.727.664.791.596;19/6/2015;16/10/2015;4;100;Cooperativa;2016;;
25065;Entorno Cilda¤ez;Entorno Cilda¤ez: Pavimento, Veredas, Desages Pluviales Y Alumbrado Publico;Finalizada;Hidraulica e Infraestructura;Corporacion Buenos Aires Sur;El Completamiento De Las Obras De Apertura De La Calle Horacio Casco 4¦. Veredas Y Luminarias Publicas;346471;9;PARQUE AVELLANEDA;-346.587.841.701.935;-584.727.664.791.596;19/6/2015;17/8/2015;2;100;Cooperativa;2016;;
25066;Distrito Del Deporte;Club Social, Cultural y Deportivo Unidos de Mataderos - Barrio Pirelli: Canchas de futbol ;Finalizada;Espacio Publico;Corporacion Buenos Aires Sur;Construccion De Cancha De Futbol De Hormigon Y Colocacion De Portones;617280;8;VILLA LUGANO;-346.723.166.238.662;-584.984.742.128.243;24/11/2015;23/12/2015;1;100;Cooperativa;2016;;
25067;Barrio Los Piletones;Barrio Los Piletones: Reparacion De Ca¤eria De Impulsion Cloacal Y Ejecucion De Camara De Aquietamiento;Finalizada;Hidraulica e Infraestructura;Corporacion Buenos Aires Sur;Reparacion de la ca¤eria en dos tramos especificos que a continuacion se describiran, y en la construccion de una camara de aquietamiento en el extremo de salida;1119649;8;VILLA SOLDATI;-346.626.075.156.912;-584.532.532.147.181;27/10/2015;12/10/2015;0;100;Kopar S.A;2016;Contratacion Directa;21-CBAS-2015
25068;Barrio Los Piletones;Barrio Los Piletones: Skate Park Polideportivo ;Finalizada;Arquitectura;Ministerio de Desarrollo Humano y Habitat;Recuperacion y mejora del espacio publico en el polideportivo de piletones. Se colocaran juegos para ni¤os, mobiliario urbano y pergolas. Se rehabilitara el skatepark existente.;2084504;8;VILLA SOLDATI;-346.626.075.156.912;-584.532.532.147.181;9/8/2017;23/3/2018;7;100;Cooperativa;2017;;
25069;Entorno Cilda¤ez;Entorno Cilda¤ez: Demolicion De Vivienda Lote N 02 - Calle Horacio Casco Mza C - Frente Norte - Barrio Cilda¤ez;Finalizada;Hidraulica e Infraestructura;Corporacion Buenos Aires Sur;La Demolicion De La Vivienda De Lote 2, Manzana C, Del Barrio Cilda¤ez, Con El Proposito De Reservar El Predio Para La Construccion De La Vivienda Y La Reconstruccion Del Perfil Definitivo De La Manzana;104574;8;PARQUE AVELLANEDA;-346.602.422;-584.743.122;13/11/2015;31/12/2019;13;100;Cooperativa;2016;;
25070;Barrio Los Piletones;Barrio Los Piletones: Mejoramiento Del Sector Liberado Sobre El Lago Soldati Manzana N 10;Finalizada;Hidraulica e Infraestructura;Corporacion Buenos Aires Sur;Mejoramiento de los sectores ya demolidos con el proposito de recuperar el borde original del lago regulador.;883917;8;VILLA SOLDATI;-346.594.697.627.129;-584.564.684.853.148;7/7/2016;9/4/2016;;100;Cooperativa;2016;Contratacion Directa;10-CBAS-2016
25072;Parque Roca;Parque Roca: Reconstruccion de cerco en canchas de Tenis - Acceso C.;Finalizada;Espacio Publico;Corporacion Buenos Aires Sur;Mantenimiento Integral De Los Cerramientos Que Contienen Las Canchas De Entrenamiento Del Predio Del Estadio Mary Teran De Weiss.;773279;8;VILLA SOLDATI;-346.765.962.801.028;-584.481.545.615.618;9/8/2016;11/4/2016;;100;Cm Construcciones S.A.;2016;;
25074;Buenos Aires Playa 2017;Buenos Aires Playa 2017: Parque Indoamericano - Obra Civil;Finalizada;Espacio Publico;Corporacion Buenos Aires Sur;Ejecucion De Playa Seca Para Programa Bs As Playa 2017;901584;8;VILLA SOLDATI;-346.649.856.055.208;-584.693.891.150.288;15/12/2016;1/4/2017;4;100;Cooperativa;2017;;
25075;Entorno Microcentro;Calle Paraguay: Ampliacion de aceras;Finalizada;Espacio Publico;Ministerio de Espacio Publico e Higiene Urbana;areas Ambientales -La Obra Se Enmarca Dentro Del Plan Microcentro, Proponiendo La Puesta En Valor Y Ordenamiento De La Calle Paraguay Entre La Avenida C. Pellegrini Y L. N. Alem. Con El Objetivo De Incentivar El Uso Y Goce Del Espacio Urbano Se Propone El Ensanche De Veredas, La Incorporacion De Arbolado, El Ordenamiento Del Transito Y Transporte A Traves De Darsenas De Carga Y Descarga.;17966000;1;RETIRO;-3.459.754.019;-5.837.667.644;11/1/2016;2/6/2017;17;100;Altote S.A;2016;;
